"kolam_png_hash","artist_id","jathi_standard_all","size","entropy","entropy_exponentiated","total_gestures","n_unique_gestures","gesture_gini","density","age","duration_practice"
"1563a07","vhd",10,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,38,21
"1b725d0","vhd",10,7,1.85,6.35981952260183,46,10,0.560386473429952,0.938775510204082,38,21
"334cb94","vhd",10,9,1.26,3.52542148736538,96,4,0.368055555555556,1.18518518518519,38,21
"965fe1d","vhd",10,9,1.46,4.30595952834521,70,6,0.508571428571429,0.864197530864197,38,21
"d248f5f","vhd",10,10,0.96,2.61169647342312,128,4,0.625,1.28,38,21
"15d1021","vhd",10,10,1.22,3.38718773362133,112,4,0.392857142857143,1.12,38,21
"2b88542","vhd",10,7,1.23,3.42122953628967,104,4,0.41025641025641,2.12244897959184,38,21
"913f7eb","vhd",10,13,1.03,2.80106583469908,232,6,0.751724137931034,1.37278106508876,38,21
"6c4eaea","vhd",10,13,0.92,2.5092903899363,244,5,0.754098360655738,1.44378698224852,38,21
"8ed92d0","vhd",10,8,1.17,3.2219926385285,72,5,0.625,1.125,38,21
"bbcb0e2","vhd",10,11,1.1,3.00416602394643,150,6,0.72,1.2396694214876,38,21
"3ef056e","vmy",11,7,0.63,1.87761057926434,72,4,0.777777777777778,1.46938775510204,24,11
"ebc95df","vmy",11,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,24,11
"0672f4b","vmy",11,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,24,11
"3f0d7cc","vmy",11,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,24,11
"6ad8bd7","vmy",11,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,24,11
"8398e9e","vmy",11,5,0.74,2.09593551449436,32,3,0.625,1.28,24,11
"87197ab","vmy",11,3,1.01,2.74560101501692,12,3,0.333333333333333,1.33333333333333,24,11
"8da776b","vmy",11,5,1.24,3.45561346476268,24,4,0.333333333333333,0.96,24,11
"98721b7","vmy",11,7,1.17,3.2219926385285,61,5,0.60655737704918,1.24489795918367,24,11
"ac8eb37","vmy",11,3,1.01,2.74560101501692,12,3,0.333333333333333,1.33333333333333,24,11
"afe4022","vmy",11,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,24,11
"27dcd63","vmy",11,5,1.26,3.52542148736538,48,4,0.361111111111111,1.92,24,11
"3dc6326","vmy",11,5,0.97,2.63794445935415,56,3,0.392857142857143,2.24,24,11
"b08578f","vmy",11,7,1.17,3.2219926385285,49,5,0.622448979591837,1,24,11
"c63cdca","vmy",11,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,24,11
"fe109ff","vmy",11,5,1.91,6.75308879853129,44,8,0.363636363636364,1.76,24,11
"84d3b0f","vpa",11,7,1,2.71828182845905,81,4,0.580246913580247,1.6530612244898,40,30
"ea2d548","vpa",11,5,1.35,3.85742553069697,28,6,0.542857142857143,1.12,40,30
"f65d489","vpa",11,9,1.59,4.90374892832662,80,6,0.4,0.987654320987654,40,30
"1bb5b23","vpa",11,11,1.64,5.15516951223468,121,8,0.56788665879575,1,40,30
"1bf8833","vpa",11,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,40,30
"4a0594e","vpa",11,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,40,30
"53af4cf","vpa",11,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,40,30
"5ea7ee2","vpa",11,4,1.35,3.85742553069697,28,4,0.142857142857143,1.75,40,30
"6701794","vpa",11,9,1.24,3.45561346476268,129,5,0.550387596899225,1.59259259259259,40,30
"9157637","vpa",11,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,40,30
"a6b1efb","vpa",11,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,40,30
"cbdd114","vpa",11,7,1.3,3.66929666761924,57,5,0.508771929824561,1.16326530612245,40,30
"37bea33","vpu",11,5,0.95,2.58570965931585,49,4,0.63265306122449,1.96,32,20
"8a32063","vpu",11,7,1.17,3.2219926385285,56,4,0.476190476190476,1.14285714285714,32,20
"8ba4a69","vpu",11,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,32,20
"b010504","vpu",11,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,32,20
"c388370","vpu",11,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,32,20
"ca0711a","vpu",11,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,32,20
"f05dee8","vpu",11,3,1.24,3.45561346476268,24,4,0.333333333333333,2.66666666666667,32,20
"1cb7f31","vpu",11,7,1.03,2.80106583469908,52,4,0.58974358974359,1.06122448979592,32,20
"267ab54","vpu",11,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,32,20
"67e7fec","vpu",11,9,1.06,2.88637098926796,188,5,0.648936170212766,2.32098765432099,32,20
"022bba9","vrf",6,6,0.69,1.99371553324308,32,2,0,0.888888888888889,30,20
"07e92ab","vrf",6,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,30,20
"69f2166","vrf",6,4,1.73,5.64065390842832,16,6,0.2,1,30,20
"7595755","vrf",6,5,1.8,6.04964746441295,22,7,0.348484848484849,0.88,30,20
"2121887","vrf",6,3,1.33,3.78104338756878,20,4,0.2,2.22222222222222,30,20
"6eeac85","vrf",6,4,0.67,1.95423732063594,20,2,0.2,1.25,30,20
"8d4d871","vrf",6,3,1.39,4.0148500529942,16,4,0,1.77777777777778,30,20
"c185c45","vrf",6,5,1.04,2.82921701435156,16,3,0.25,0.64,30,20
"ca01d9f","vrf",6,4,0.67,1.95423732063594,20,2,0.2,1.25,30,20
"7333574","vrf",6,7,1.77,5.8708533613826,56,7,0.357142857142857,1.14285714285714,30,20
"8baf553","vrf",6,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,30,20
"105693e","vsj",12,9,1.5,4.48168907033806,96,7,0.5,1.18518518518519,32,22
"3ae709d","vsj",12,8,1.28,3.59663972556928,62,4,0.333333333333333,0.96875,32,22
"5d11d21","vsj",12,7,1.17,3.2219926385285,46,4,0.449275362318841,0.938775510204082,32,22
"cd1e2b4","vsj",12,11,1.34,3.81904350536634,144,5,0.430555555555556,1.1900826446281,32,22
"182edc5","vsj",12,4,1.04,2.82921701435156,32,3,0.25,2,32,22
"4f3beab","vsj",12,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,32,22
"4fc0514","vsj",12,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,32,22
"7f9c73d","vsj",12,7,2.04,7.690609198879,49,9,0.326530612244898,1,32,22
"9140424","vsj",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,32,22
"92bd572","vsj",12,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,32,22
"d435aa2","vsj",12,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,32,22
"dd44046","vsj",12,4,1.21,3.35348465254902,32,4,0.416666666666667,2,32,22
"e002971","vsj",12,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,32,22
"e4ee405","vsj",12,4,0.67,1.95423732063594,20,2,0.2,1.25,32,22
"f9a2cf1","vsj",12,5,0.74,2.09593551449436,32,3,0.625,1.28,32,22
"3035f02","vsj",12,5,0.95,2.58570965931585,49,4,0.63265306122449,1.96,32,22
"4f3e69f","vsj",12,7,0.56,1.7506725002961,72,3,0.777777777777778,1.46938775510204,32,22
"5c071b8","vsj",12,5,0.97,2.63794445935415,56,3,0.392857142857143,2.24,32,22
"8c9716b","vsj",12,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,32,22
"b24117e","vsj",12,7,0.89,2.43512965128987,65,5,0.753846153846154,1.3265306122449,32,22
"cc8088c","vsj",12,5,1.35,3.85742553069697,28,6,0.542857142857143,1.12,32,22
"21c96f3","vsj",12,5,1.32,3.74342137726086,48,4,0.277777777777778,1.92,32,22
"c094e16","vsj",12,11,1.12,3.064854203293,116,4,0.517241379310345,0.958677685950413,32,22
"5d9f838","vsj",12,7,1.45,4.26311451516882,60,5,0.366666666666667,1.22448979591837,32,22
"67dfc27","vsj",12,4,1.24,3.45561346476268,24,4,0.333333333333333,1.5,32,22
"eb14b61","vsj",12,5,2.06,7.84596981031845,39,10,0.43019943019943,1.56,32,22
"1bb6ddb","vuc",2,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,60,50
"66278f3","vuc",2,7,1.09,2.97427407256307,72,5,0.666666666666667,1.46938775510204,60,50
"785c5c3","vuc",2,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,60,50
"967e600","vuc",2,4,1.05,2.85765111806316,20,3,0.2,1.25,60,50
"c0e84da","vuc",2,5,0.74,2.09593551449436,32,3,0.625,1.28,60,50
"e5ab6e4","vuc",2,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,60,50
"a77d6b1","vuc",2,6,0.93,2.53450917761785,64,6,0.7625,1.77777777777778,60,50
"d782ef3","vuc",2,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,60,50
"dca4def","vuc",2,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,60,50
"efacc80","vuc",2,2,0,1,4,1,NA,1,60,50
"06db240","vuc",2,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,60,50
"8ebab1f","vuc",2,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,60,50
"0a18f91","vuc",2,4,0.95,2.58570965931585,40,3,0.4,2.5,60,50
"313e15c","vuc",2,4,0.8,2.22554092849247,28,3,0.571428571428571,1.75,60,50
"3bfef56","vuc",2,6,1.45,4.26311451516882,40,6,0.52,1.11111111111111,60,50
"45bbbc7","vuc",2,3,1.19,3.28708120738312,20,4,0.4,2.22222222222222,60,50
"51cd62f","vuc",2,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,60,50
"8b59b3a","vuc",2,7,1.12,3.064854203293,56,4,0.523809523809524,1.14285714285714,60,50
"99137f6","vuc",2,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,60,50
"a89f0e5","vuc",2,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,60,50
"0d4c370","vuc",2,11,1.21,3.35348465254902,136,4,0.411764705882353,1.12396694214876,60,50
"1c0742d","vuc",2,5,0.87,2.38691085352428,24,3,0.5,0.96,60,50
"5435f6e","vuc",2,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,60,50
"e8e295e","vuc",2,11,1.1,3.00416602394643,169,6,0.732544378698225,1.39669421487603,60,50
"f5a074c","vuc",2,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,60,50
"44700e5","vuc",2,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,60,50
"aea19e6","vuc",2,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,60,50
"edc7300","vuc",2,4,0.64,1.89648087930495,24,2,0.333333333333333,1.5,60,50
"fb546fe","vuc",2,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,60,50
"18b4757","vzf",15,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,19,6
"4b6d998","vzf",15,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,19,6
"577d15f","vzf",15,4,1.56,4.75882124513785,32,5,0.1875,2,19,6
"8e03dac","vzf",15,5,1.14,3.12676836518616,30,4,0.511111111111111,1.2,19,6
"a6ddbc5","vzf",15,7,1.31,3.7061737122102,59,5,0.5,1.20408163265306,19,6
"c1e7479","vzf",15,7,1.5,4.48168907033806,46,8,0.652173913043478,0.938775510204082,19,6
"c322935","vzf",15,6,0.97,2.63794445935415,72,4,0.62962962962963,2,19,6
"cfc6eff","vzf",15,5,1.23,3.42122953628967,28,5,0.553571428571429,1.12,19,6
"db25875","vzf",15,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,19,6
"e237bf8","vzf",15,16,0.95,2.58570965931585,80,3,0.4,0.3125,19,6
"eb0b698","vzf",15,5,1.26,3.52542148736538,18,4,0.37037037037037,0.72,19,6
"feeac80","vzf",15,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,19,6
"6756c1d","vzf",15,10,0.65,1.9155408290139,198,4,0.797979797979798,1.98,19,6
"99bc6a1","vzf",15,5,1.32,3.74342137726086,34,5,0.5,1.36,19,6
"f4e25a1","vzf",15,5,1.28,3.59663972556928,38,4,0.333333333333333,1.52,19,6
"07bc381","vzf",15,9,1.22,3.38718773362133,81,5,0.580246913580247,1,19,6
"1923349","vzf",15,11,1.23,3.42122953628967,108,5,0.574074074074074,0.892561983471074,19,6
"2fd47b2","vzf",15,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,19,6
"34ff459","vzf",15,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,19,6
"5fa8b1e","vzf",15,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,19,6
"ab1f820","vzf",15,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,19,6
"b17f0f5","vzf",15,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,19,6
"d90fd80","vzf",15,5,0.79,2.20339642625594,72,3,0.611111111111111,2.88,19,6
"ffc9487","vzf",15,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,19,6
"01dc913","w26",12,5,1.14,3.12676836518616,52,5,0.634615384615385,2.08,21,11
"1537dea","w26",12,4,0.95,2.58570965931585,49,4,0.63265306122449,3.0625,21,11
"318ed34","w26",12,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,21,11
"3d507cf","w26",12,5,0.95,2.58570965931585,64,4,0.625,2.56,21,11
"4c983dd","w26",12,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,21,11
"5009af3","w26",12,5,1.19,3.28708120738312,26,4,0.435897435897436,1.04,21,11
"5e52994","w26",12,4,1.35,3.85742553069697,28,4,0.142857142857143,1.75,21,11
"6574cb4","w26",12,7,1.3,3.66929666761924,57,5,0.508771929824561,1.16326530612245,21,11
"6851910","w26",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,21,11
"7310e7a","w26",12,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,21,11
"8534707","w26",12,5,1.91,6.75308879853129,24,8,0.30952380952381,0.96,21,11
"976bcff","w26",12,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,21,11
"a045d29","w26",12,5,0.79,2.20339642625594,72,3,0.611111111111111,2.88,21,11
"a1932ed","w26",12,5,1.25,3.49034295746184,28,5,0.535714285714286,1.12,21,11
"b8fb8dc","w26",12,5,1.31,3.7061737122102,48,4,0.277777777777778,1.92,21,11
"bec9a62","w26",12,5,1.14,3.12676836518616,56,5,0.598214285714286,2.24,21,11
"de3ca90","w26",12,5,0.89,2.43512965128987,68,4,0.666666666666667,2.72,21,11
"e8a9d18","w26",12,5,1.31,3.7061737122102,49,5,0.510204081632653,1.96,21,11
"114fd3e","w26",12,5,1.2,3.32011692273655,48,4,0.444444444444444,1.92,21,11
"163d0e8","w26",12,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,21,11
"183fae8","w26",12,5,1.17,3.2219926385285,57,5,0.578947368421053,2.28,21,11
"2afec9e","w26",12,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,21,11
"2f162c3","w26",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,21,11
"55ce55f","w26",12,5,1.16,3.18993327611618,57,5,0.614035087719298,2.28,21,11
"9ff0284","w26",12,5,1.56,4.75882124513785,24,5,0.166666666666667,0.96,21,11
"cf06515","w26",12,7,1.14,3.12676836518616,65,5,0.6,1.3265306122449,21,11
"dcc494d","w26",12,5,1.24,3.45561346476268,48,4,0.388888888888889,1.92,21,11
"dff50e4","w26",12,7,1.24,3.45561346476268,49,5,0.571428571428571,1,21,11
"f0a68bb","w26",12,7,1.28,3.59663972556928,57,6,0.628070175438596,1.16326530612245,21,11
"057e7a4","w26",12,9,1.31,3.7061737122102,97,5,0.505154639175258,1.19753086419753,21,11
"161c9fb","w26",12,7,1.04,2.82921701435156,49,4,0.578231292517007,1,21,11
"377c7e3","w26",12,9,1.66,5.2593108444469,81,7,0.448559670781893,1,21,11
"9cf4a06","w26",12,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,21,11
"c877a95","w26",12,7,1.04,2.82921701435156,64,5,0.65625,1.30612244897959,21,11
"d101efb","w26",12,7,1.37,3.93535069547047,56,5,0.428571428571429,1.14285714285714,21,11
"e032950","w26",12,21,1.22,3.38718773362133,440,4,0.412121212121212,0.997732426303855,21,11
"95a92d6","w26",12,21,1.11,3.03435839443568,442,4,0.496229260935143,1.00226757369615,21,11
"9eb6e09","w26",12,8,1.25,3.49034295746184,86,4,0.333333333333333,1.34375,21,11
"4df4fcd","w26",12,4,1.44,4.22069581699655,14,5,0.392857142857143,0.875,21,11
"8c643a3","w26",12,5,1.49,4.43709551900366,29,5,0.293103448275862,1.16,21,11
"9168368","w26",12,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,21,11
"adf238b","w26",12,5,0.95,2.58570965931585,49,4,0.63265306122449,1.96,21,11
"bec0d75","w26",12,4,0.8,2.22554092849247,28,3,0.571428571428571,1.75,21,11
"6d42074","w26",12,4,0.67,1.95423732063594,20,2,0.2,1.25,21,11
"19ad817","w4j",6,15,0.78,2.1814722654982,86,3,0.604651162790698,0.382222222222222,28,18
"2ac016e","w4j",6,5,1.24,3.45561346476268,48,4,0.388888888888889,1.92,28,18
"452c8bb","w4j",6,5,1.12,3.064854203293,53,4,0.522012578616352,2.12,28,18
"48cd64d","w4j",6,7,1.3,3.66929666761924,57,5,0.508771929824561,1.16326530612245,28,18
"6935cc9","w4j",6,5,1.18,3.25437420288967,52,4,0.435897435897436,2.08,28,18
"abb5dd5","w4j",6,16,1.15,3.15819290968977,62,4,0.462365591397849,0.2421875,28,18
"ae72bcf","w4j",6,5,1.19,3.28708120738312,57,5,0.614035087719298,2.28,28,18
"b6773ac","w4j",6,16,0.74,2.09593551449436,94,3,0.617021276595745,0.3671875,28,18
"df8c18c","w4j",6,5,1.29,3.63278655575281,44,4,0.272727272727273,1.76,28,18
"ee4795d","w4j",6,5,1.36,3.89619330179521,25,5,0.44,1,28,18
"0f952ca","w4j",6,7,1.21,3.35348465254902,32,4,0.416666666666667,0.653061224489796,28,18
"30e08d9","w4j",6,7,1.21,3.35348465254902,65,5,0.6,1.3265306122449,28,18
"5f6c9c8","w4j",6,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,28,18
"871cdcc","w4j",6,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,28,18
"acaa015","w4j",6,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,28,18
"b325e2c","w4j",6,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,28,18
"e5f282d","w4j",6,7,0.95,2.58570965931585,76,4,0.649122807017544,1.55102040816327,28,18
"e826805","w4j",6,6,0.68,1.97387773223045,68,3,0.705882352941177,1.88888888888889,28,18
"0ecec0a","w4j",6,5,1.08,2.94467955106552,48,3,0.166666666666667,1.92,28,18
"3cd9479","w4j",6,7,1.25,3.49034295746184,53,4,0.358490566037736,1.08163265306122,28,18
"ecdd4ae","w4j",6,9,1.64,5.15516951223468,88,7,0.439393939393939,1.08641975308642,28,18
"f45f61a","w4j",6,5,1.27,3.56085256235552,46,4,0.333333333333333,1.84,28,18
"1018307","w8e",6,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,15,5
"28af3e2","w8e",6,3,1.28,3.59663972556928,16,4,0.333333333333333,1.77777777777778,15,5
"4a08d7c","w8e",6,5,0.74,2.09593551449436,32,3,0.625,1.28,15,5
"8a25112","w8e",6,5,1.07,2.915379499977,57,4,0.497076023391813,2.28,15,5
"90b7b61","w8e",6,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,15,5
"cc791b9","w8e",6,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,15,5
"d2f9835","w8e",6,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,15,5
"0164052","w8e",6,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,15,5
"23033c2","w8e",6,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,15,5
"4f365a2","w8e",6,5,0.93,2.53450917761785,65,4,0.641025641025641,2.6,15,5
"7945429","w8e",6,11,1.23,3.42122953628967,108,5,0.574074074074074,0.892561983471074,15,5
"f66b7d7","w8e",6,7,0.95,2.58570965931585,64,4,0.625,1.30612244897959,15,5
"2e6e214","w8e",6,5,0.79,2.20339642625594,73,4,0.753424657534247,2.92,15,5
"3a0db0a","w8e",6,5,1.12,3.064854203293,64,4,0.5,2.56,15,5
"e1c6b7f","w8e",6,7,0.56,1.7506725002961,72,3,0.777777777777778,1.46938775510204,15,5
"b0adf43","w8e",6,5,1.39,4.0148500529942,45,5,0.444444444444444,1.8,15,5
"d633a23","w8e",6,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,15,5
"8c4e1ea","w9a",12,7,1,2.71828182845905,80,3,0.35,1.63265306122449,34,26
"c16b4b6","w9a",12,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,34,26
"d530471","w9a",12,7,0.89,2.43512965128987,82,5,0.75609756097561,1.6734693877551,34,26
"d8d7aeb","w9a",12,9,1.65,5.20697982717985,89,8,0.553772070626003,1.09876543209877,34,26
"faf0d62","w9a",12,6,1.46,4.30595952834521,36,5,0.361111111111111,1,34,26
"12b18fd","wdn",6,9,1.56,4.75882124513785,96,8,0.547619047619048,1.18518518518519,29,19
"2d2a975","wdn",6,6,0.63,1.87761057926434,50,4,0.826666666666667,1.38888888888889,29,19
"d6b607e","wdn",6,5,0.74,2.09593551449436,32,3,0.625,1.28,29,19
"733285b","wdn",6,7,1.41,4.09595540407118,44,5,0.409090909090909,0.897959183673469,29,19
"9010373","wdn",6,9,1.43,4.17869919192325,96,6,0.533333333333333,1.18518518518519,29,19
"985d122","wdn",6,7,1.54,4.66459027098813,53,6,0.441509433962264,1.08163265306122,29,19
"a2829c0","wdn",6,7,1.36,3.89619330179521,48,5,0.458333333333333,0.979591836734694,29,19
"57d07c7","wdn",6,9,1.77,5.8708533613826,81,8,0.45326278659612,1,29,19
"8631f78","wdn",6,8,1.27,3.56085256235552,104,6,0.6,1.625,29,19
"c401c8a","wdn",6,5,1.24,3.45561346476268,24,4,0.333333333333333,0.96,29,19
"015559f","we4",3,9,0.97,2.63794445935415,54,5,0.722222222222222,0.666666666666667,21,8
"0c1fcca","we4",3,5,0.99,2.69123447234926,30,4,0.6,1.2,21,8
"12d9279","we4",3,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,21,8
"4528377","we4",3,5,1.17,3.2219926385285,28,4,0.476190476190476,1.12,21,8
"4fcf0fe","we4",3,6,1.59,4.90374892832662,61,8,0.60655737704918,1.69444444444444,21,8
"795c37e","we4",3,6,1.23,3.42122953628967,72,4,0.37037037037037,2,21,8
"b56c5bf","we4",3,6,1,2.71828182845905,40,4,0.6,1.11111111111111,21,8
"d2e7622","we4",3,6,1.21,3.35348465254902,76,4,0.403508771929825,2.11111111111111,21,8
"e244448","we4",3,6,1.11,3.03435839443568,93,6,0.724731182795699,2.58333333333333,21,8
"f41f346","we4",3,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,21,8
"bbb247a","we4",3,5,1.24,3.45561346476268,50,4,0.36,2,21,8
"bd89f22","we4",3,10,1.09,2.97427407256307,116,6,0.737931034482759,1.16,21,8
"c7a0bcb","we4",3,6,0.73,2.07508060767412,108,3,0.666666666666667,3,21,8
"e6dbcaa","we4",3,6,0.79,2.20339642625594,104,3,0.615384615384615,2.88888888888889,21,8
"0be4233","we4",3,11,1.06,2.88637098926796,150,6,0.754666666666667,1.2396694214876,21,8
"99a6510","we4",3,9,1.66,5.2593108444469,79,10,0.656821378340366,0.975308641975309,21,8
"bfe3123","we4",3,11,1.62,5.05309031656387,118,8,0.588377723970944,0.975206611570248,21,8
"03fc01d","wfn",6,5,0.74,2.09593551449436,32,3,0.625,1.28,25,11
"073e675","wfn",6,6,0.68,1.97387773223045,68,3,0.705882352941177,1.88888888888889,25,11
"16c60ae","wfn",6,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,25,11
"1dd20d0","wfn",6,4,0.95,2.58570965931585,40,3,0.4,2.5,25,11
"349419f","wfn",6,7,1.19,3.28708120738312,73,5,0.589041095890411,1.48979591836735,25,11
"962c45a","wfn",6,7,0.85,2.33964685192599,72,4,0.703703703703704,1.46938775510204,25,11
"e0c7dd5","wfn",6,6,0.95,2.58570965931585,64,6,0.7375,1.77777777777778,25,11
"fd3cbec","wfn",6,5,1.12,3.064854203293,48,4,0.5,1.92,25,11
"0c02879","wfn",6,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,25,11
"81b8e1c","wfn",6,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,25,11
"ca27b6f","wfn",6,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,25,11
"734aa5a","wfn",6,7,1.54,4.66459027098813,49,6,0.436734693877551,1,25,11
"a26d8d0","wfn",6,9,1.6,4.95303242439511,89,7,0.48314606741573,1.09876543209877,25,11
"0993977","wg1",11,7,0.88,2.41089970641721,32,3,0.4375,0.653061224489796,23,5
"8df2c49","wg1",11,6,1.31,3.7061737122102,40,4,0.2,1.11111111111111,23,5
"cf2147f","wg1",11,5,1.24,3.45561346476268,48,4,0.388888888888889,1.92,23,5
"ed73b0d","wg1",11,4,1.08,2.94467955106552,30,4,0.555555555555556,1.875,23,5
"313328c","wg1",11,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,23,5
"d49e8dc","wg1",11,6,1.4,4.05519996684467,64,5,0.4375,1.77777777777778,23,5
"2add10d","wg1",11,3,1.23,3.42122953628967,18,4,0.37037037037037,2,23,5
"4b3b6f8","wg1",11,5,1.29,3.63278655575281,48,5,0.541666666666667,1.92,23,5
"5622ff4","wg1",11,3,0.97,2.63794445935415,8,3,0.375,0.888888888888889,23,5
"66b8403","wg1",11,5,1.42,4.13712044025139,28,6,0.557142857142857,1.12,23,5
"6be13e4","wg1",11,5,1.19,3.28708120738312,23,4,0.420289855072464,0.92,23,5
"7056207","wg1",11,5,1.36,3.89619330179521,37,5,0.459459459459459,1.48,23,5
"8cf1d0f","wg1",11,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,23,5
"b99b6ac","wg1",11,7,1.26,3.52542148736538,60,6,0.626666666666667,1.22448979591837,23,5
"c513836","wg1",11,7,1.31,3.7061737122102,49,6,0.6,1,23,5
"cb8f45e","wg1",11,4,1.49,4.43709551900366,31,5,0.32258064516129,1.9375,23,5
"d5f909e","wg1",11,5,1.34,3.81904350536634,44,4,0.212121212121212,1.76,23,5
"e34da5c","wg1",11,4,0.69,1.99371553324308,32,2,0,2,23,5
"f9b2693","wg1",11,5,1.1,3.00416602394643,12,3,0,0.48,23,5
"12fc879","whz",6,4,1.26,3.52542148736538,32,4,0.333333333333333,2,28,15
"1b0572c","whz",6,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,28,15
"332cad7","whz",6,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,28,15
"54048cc","whz",6,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,28,15
"5a3a122","whz",6,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,28,15
"7115ca6","whz",6,4,0.95,2.58570965931585,40,3,0.4,2.5,28,15
"7b5aa36","whz",6,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,28,15
"801950d","whz",6,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,28,15
"7406b1a","whz",6,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,28,15
